"Title","URL","Text"
"Open Data Course: Open Data for Pubic Policy Making","https://www.youtube.com/watch?v=lNEJBGFJb4E","Hello, welcome back. Open government data can also be used in policymaking processes. But how exactly can officials use this data to formulate and improve governmental policies? And how can citizens and other stakeholders contribute to this process? In this video, we will be exploring these issues. After this video, you should be able to describe the current steps of open government data publication and use. Describe how this relates to improving public policies and describe the main roles that are involved. So let's start with the current steps of open government data publication and use. From a high level, the current open data process can be divided into four basic steps. First, the data are created. Government organizations and publicly funded research organizations produce, collect and integrate large amounts of data each day. They collect this data to be able to fulfill their ordinary tests. For instance, the Ministry of Justice collects data about the number of crime victims in order to create its crime prevention policies. The production of this data is funded by Polygmani. Second, public agencies and publicly funded research organizations decides whether they will open their data on the internet. We often refer to the term data publication when data is opened. Data can be published on the website of a government organization, on a national portal, on other portals, or on different combinations of relevant portals. Governmental data is published on the internet increasingly and it is then referred to as open data. Third, potential data users can find this data by searching open data portals. This can be done manually, however, nowadays this is also often done automatically by machines. For instance, application programming interfaces or APIs can be used for this purpose. Since open government data is provided through a large variety of portals, finding the data that someone is looking for can be challenging. Especially if he or she does not know whether data exists and which government organization creates or collects the data. Users may be looking for the needle in the haystack. Fourth, when open government data is found, this can subsequently be used. Often, the data user needs to download the data to be able to work with it. Open government data can be used in many different ways. For instance, by cleansing, analyzing, visualizing, enriching and combining and thinking the data. Data cleansing refers to detecting and correcting records in a data set. Data cleansing could be a goal in itself, but is often performed to make it easier to use the data sets in another way, for instance by analyzing it. Analyzing a data set could merely mean reading that means looking at data and deriving useful information from this activity. But it could also refer to conducting a thorough statistical analysis by using software such as SPSS statistics. An analysis of a data set could lead to new insights and understanding of the data. Possibly by analyzing data in a way that was not done before. Visualizations also often provide much insight in a data set. And data sets can also be enriched in several ways. For instance, a user could annotate the data set by describing his or her experience of using the data, or by noting which information other users should take into account when using the data. A data set can also be enriched by adding information that was derived from statistical analysis or visualization. Another important way of using open data is by combining data with other data sets, or by linking them to other data. As this reveals relationships and correlations between data sets. And data interpretation is very important for each of these steps of open data use. For instance, in order to analyze or combine open data sets, the user needs to be able to interpret the data and to understand the context in which it has been created. In some, we just explored the first four steps of the process of using open data for public policy making, namely creating data, publishing data, finding data and using data. After open government data have been used, in practice the process of some stops. Two often, the focus is on publishing, but not on learning from usage, which in turn can result in improvements of the publishing process. If we want to use open government data to formulate and improve public policies, there need to be four more steps. As a fifth step, feedback loop must be generated. Open data users can provide feedback on data sets, such as feedback regarding missing values or data quality problems. Moreover, data users can provide feedback based on outcomes of the data use. For instance, a researcher can use open government data to answer how taxation affects welfare. This type of data use might help answer research questions and might provide new insights and conclusions. And these insights may be interesting to other open data users, but also to policy makers. Policy makers can analyze this feedback obtained through open data use, discuss it with data users, and subsequently they can learn from these new insights obtained through open data use. The analysis and discussion of policy feedback might subsequently be used to formulates or improve public policies. And this contributes to creating an open government since the government interacts with citizens and other open data users in its policymaking processes. This means that if governments want to use feedback, the rise from open data use for improving policymaking processes, then need to publish this data in a way that makes it findable and reusable. Moreover, this requires feedback mechanisms that governments can use to find out how their data has been used and what can be learned from this. This may seem to be simple. However, providing data in a findable and usable format and providing feedback mechanisms in addition to this can be complicated. For instance, governmental organizations may have collected and published data in a format that's not preferred by open data users, which can be a barrier for using the data. Another barrier may be the lack of feedback mechanisms or the complexity of analyzing this feedback by policymakers. The four going shows that if governments want to use feedback derived from open data use for improving policymaking processes, actors with a variety of roles are involved. So which main roles are involved? First, we saw that data providers are involved since they supply the governmental data to the public. For instance, this can be international, federal, regional or municipal government agencies, such as the European Commission, the federal government in the United States and the municipality of Rio de Janeiro. Moreover, open data users are an important role category. There are different types of users, including entrepreneurs, developers, citizens, but also researchers, journalists, archaifists and librarians. Civil servants themselves can also be users of governmental data. For instance, when using data provided by other governmental agencies. Furthermore, policy makers are involved. Since they can make use of the knowledge obtained through open data use and use this to formulate and improve governmental policies. So these are the key, the three key roles. The actors performing these roles are dependent on each other's activities. For instance, open data users depend on governmental data providers for obtaining the data that they're interested in. Open data providers depend on open data users to obtain feedback regarding data publication that can be used for future data supply. And policy makers depend on the users to obtain information that can be used in the development of policies. Managing these interdependencies requires coordination of the activities of open data providers, users and policy makers. The actors need to collaborate to make policy making with open data possible. In some, it can be concluded that open data might be used for policy making, yet using open data to improve public policy making is not as straightforward as it may seem and is accompanied by barriers. So here are the references related to this presentation. Thank you for your attention."
"Introduction to Wind Turbines: Anatomy of Wind Turbines","https://www.youtube.com/watch?v=XDHgQFgh8Yk","Welcome to this learning unit in which you get an overview of the outside and inside of the most common types of wind turbines. On the whole, these wind turbines look very much the same. However, you'll see that there are also some important variations. First, I'll give you some terminology of the components that can be seen from the outside. As you all know, these moving parts are the blades. The blades connect to the hub and together they form the rotor. The rotor connects to the NSL, which houses the machinery. The combination of rotor and NSL is aptly called the rotor NSL assembly, which is often abbreviated to RNA. The rotor NSL assembly is supported by the tower and this rests on the foundation. The tower and foundation together are called the support structure. Sometimes you can recognize the housing of the transformer at the tower base. For an offshore wind turbine, this can be on the platform above the boat landing. Some of your turbines have the transformer at the rear below the NSL. If we open up the NSL, we can see the drive train. The drive train is the assembly of all rotating components that are involved in the energy conversion. What you see here is traditionally the most common type of drive train, the drive train with a gearbox. On the left-hand side, you see the hub that is connected to a low-speed shaft. The generator that is used in this drive train is a more or less of the shelf product and needs to rotate at a much higher speed than the rotor. Therefore, it is connected to the low-speed shaft through a gearbox. For multi-megroturbines, the gearbox increases the rotational speed by a factor of about 100. The NSL connects to the tower to the rear system, which enables the turbine to align itself with the wind. You will recognize the outside of this type of turbine as many turbines of this type have been built on land. It has the shape of a camper van, but be aware it is usually much bigger. The drive train is an elongated assembly of several medium-sized components, and therefore the NSL is relatively long, but not so high and white. The next drive train has been a minority for a long time, but is growing in popularity. The hub connects directly to the generator and there is no gearbox. This configuration is therefore called a direct drive. The direct drive is particularly gaining popularity for the offshore market. It is expected to have a higher reliability due to its lack of a gearbox, and that should lead to less downtime and lower maintenance costs. The generator needs to be much bigger because of its low rotational speed, and it is therefore much more integrated into the structure. As a consequence, this type of turbine doesn't have an identifiable low-speed shaft, with instead a large bearing to carry the rotor. As mentioned on the previous slide, the direct drive generator is very large. This can be seen on the outside because it invariably leads to NSL with rounded forms. The large diameter of the generator is clearly visible, while the NSL is shorter for the lack of a low-speed shaft and gearbox. The third configuration for the drive train is a hybrid of the previous two. It does have a gearbox, with a much smaller one, the rotational speed of the rotor is only increased by a factor of about 10, so 10 times less than in a traditional drive train. Therefore, the generator speed is higher than in the direct drive, with lower than in a fully geared system. This leads to an intermediate size for the generator. At first glance, the system seems to inherit the disadvantages of both previous concepts. It still has a gearbox that can feel, and the generator is not an off-the-shelf product. However, this type of drive train can be easily scaled to larger powers, without excessive increase in the drive train mass. For the two previous configurations, the mass of either the gearbox or the generator would increase very much with such scaling. The hybrid drive train has a more equal distribution of its volume, over width, height and length, and is therefore very compact. Although it does have potential for large offshore wind turbines, there aren't many around at the moment, so you won't commonly spot them in the field. The last drive train configuration that I show here is the exception to the rule that all components are aligned sequentially. Here you see four generators that are connected in parallel to the four outgoing shafts of the gearbox. Each generator has a quarter of the power rating of the turbine, in case one of the generator fails, the turbine can continue operation with a slightly reduced performance. I show this drive train to you to make you aware that still new ideas keep popping up, and all ideas are listed off. These ideas, especially with particular demands for offshore turbines. Everyone's in a while, such an idea gets taken a step further than just the drawing board, and we may therefore see more changes in the future. In this video, you've seen several configurations of drive trains. As you have seen, these drive trains have many components in common within a different configuration. When we are treating the individual components in the next learning unit, you'll be able to visualize how they fit in these configurations. I hope you enjoyed this topic. Thank you very much for your attention."
"Introduction to Wind Turbines: The Origin of Wind","https://www.youtube.com/watch?v=3m6SmqeCeuo","As you all know, the Sun is the ultimate origin of Wind. In this video, you'll see how heating of the Earth's surface leads to wind and which patterns the wind will consequently follow. Wind is created through temperature differences on the Earth's surface. Here you see a map of the mean surface temperature in January. Obviously, the temperatures are higher around the equator than around the poles, and this is driving the global patterns of wind. If you look at the Earth's atmosphere from the side, you can see how the temperature variation over the Earth's surface leads to circulation cells. The roundy equator, warm air rises, and higher up in the atmosphere, this air has to make place for new rising air and therefore it moves either north or south. Eventually, it will hit colder air coming from the direction of the poles. At this point, the two air flows sink back to the Earth's surface. A similar bit of posing circulation can be seen at the poles. The pole air at the north pole sinks and has to move to the south. There, it encounters air coming from the south, and these two flows have to rise. Because of the thickness of the atmosphere, there is a room for free of those cells between the equator and each pole. At points where the air rises, it leads to a low pressure region in the lower atmosphere. The high pressure region is already air sinks, the lower atmosphere becomes a high pressure region. Because of the size of the circulation cells, the north west of Europe typically experiences low pressure regions. This typical latitude of high and low pressure regions is visible on this map of a particular day. The high pressure region is around the Mediterranean, and the low pressure region is around Scandinavia. The white lines represent isobars or lines of equal pressure. The wind moves along those lines. In first instance, you would actually expect the winds to go directly from high pressure regions to low pressure regions. It will see later how the earth rotation causes the winds to deviate from this direct route and follow the isobars. Because the low pressure regions are in the north and the high pressure regions are in the south, we will see that this causes patterns with mainly restally winds in north west Europe. Let's have a look at this rotating disc and a ball that is moving along a straight line in a fixed frame of reference. If you would look at the motion of this ball from a frame of reference that is fixed to the disc, it would appear to be curved to the right. You can see this in the lower part of the image. The same happens if you would have wind moving in a straight line from the north ball to the equator. Looking at the earth from the top so at the north ball, the earth rotation is counterclockwise. While the wind is moving from the pole to the equator, the earth underneath it therefore moves to the right. Looking at the wind from a frame of reference fixed to the earth, the wind would then appear to curve to the right. The fictitious force that causes the curvature is called the Corioli force. If we were to look at the Corioli force in more detail, we would find the law of bias below. This law states that on the northern hemisphere wind turns clockwise around high pressure regions and counterclockwise around low pressure regions. This explains our pattern of restally winds in north-west Europe. The upper two circles show the patterns of wind around high and low pressure regions on the northern hemisphere. Imagine the low pressure region on the right to be north of the high pressure region. The wind will then move from left to right between the two pressure regions so in restally direction. So far, we have looked at the global patterns in temperature variation over the earth's surface leading to large patterns in the wind. Now we're going to look at some local temperature differences leading to local patterns in the wind. If we have a coastal region with land on one side and sea on the other side, we also get temperature differences. During the day, the land heats up faster than the ocean which has quite a constant temperature during the season. This means that the air rises over land leading to a low pressure region and it drops over sea leading to a high pressure region. This causes a sea breeze coming from the sea to the land. At night, the earth surface cools down while the sea keeps the same temperature and we get a reversal in the pattern. You can recognize this pattern in the Netherlands. The sea breeze increases the predominantly westally wind during the day and at night the wind drops due to the reverse flow. A similar effect can be found in mountainous regions. If principle, the higher you go to colder it becomes. However, during the day, the surface of the mountain peaks will heated faster than the surface of the valleys. This causes air to rise against the mountain slopes and to drop in the valleys. At night, the mountain slopes will cool down quicker than the valleys and also hear the pattern reverses. With this last example of local creation of wind from solar energy, we will close off this overview of the original wind."
"Introduction to Wind Turbines: System Behavior","https://www.youtube.com/watch?v=1CexTf9LMq4","To address the overall behavior of the drive train, we'll go back to the overview that was provided at the beginning. We have seen how aerodynamic power is converted by the rotor and transmitted as mechanical power through the low-speed shaft, the gearbox and the high-speed shaft to the generator, where it is converted into electrical power. For the analysis of the behavior of the drive train, we will focus on the low-speed shaft and on the high-speed shaft, for which the power is determined by the rotational speed and torque. Their inputs come from the rotor and generator respectively, and they connect through the gearbox. Therefore, we'll also look at the efficiency of the gearbox and how the gearbox changes speed and torque. As you have seen before, the mechanical power can be expressed as rotational speed times torque. When we relate the power in the high-speed shaft to the power in the low-speed shaft, we have to consider the efficiency of the gearbox. In the next step, we substitute the expressions for power to get the relation between torque and speed in both shafts. Furthermore, the rotational speeds are related through the transmission ratio of the gearbox. The efficiency of the gearbox has no effect on this expression, since it is a purely geometrical relation. Substituting this expression for the rotational speed in the energy balance leads to a relation between the torque and the high-speed shaft and in the low-speed shaft. This expression shows that the efficiency directly affects the torque in the high-speed shaft. This should not come as a surprise. The losses in the gearbox are caused by friction, which leads to a reduction in torque on the outgoing shaft. Here you see a recap of the torque speed characteristics of the different components. The collecting losses in the main bearings, the aerodynamic CQ-long occur, can be directly translated to the speed torque curves in the low-speed shaft. Similarly, the speed characteristics of the generator can be directly translated to the speed torque characteristic in the high-speed shaft. However, the speed and torque levels in the two shafts differ several orders of magnitude due to the separation by the gearbox. Therefore, we cannot directly judge from them how the system is going to behave. The next slide will show how the connection of speed and torque through the gearbox properties can help with this. The torque speed characteristics in the low-speed shaft and high-speed shaft are repeated here. For the next step, it is good to realize what these characteristics actually mean. Let's first look at the low-speed shaft. These characteristics were based on the aerodynamic properties of the rotor, so it represents the behavior in the low-speed shaft when looking into the direction of the rotor. As a thought experiment, disconnect the low-speed shaft from the gearbox and instead connect it to a testing machine. This testing machine can be set at any rotational speed. If the wind speed is blowing at 10 meters per second and the testing machine would gradually increase the rotational speed in the low-speed shaft, the torque measured by the testing machine would follow the blue curve from left to right. Now we'll look at the high-speed shaft. In our thought experiment here, we disconnect the high-speed shaft from the gearbox and connect it to the testing machine. Let the testing machine apply a torque on the high-speed shaft and measure the rotational speed. It will be clear that the machine will measure the speed as it is set by the electrical frequency. Finally, we get to the crucial step. In the high-speed shaft, we have looked into the direction of the generator. With what are the torque speed characteristics, if we look from the high-speed shaft into the direction of the rotor? In other words, what if we disconnect the high-speed shaft from the generator and connect it to the testing machine there? We can achieve these characteristics by using the gearbox properties. These tell us what happens to the torque and speed from the low-speed shaft when they are transferred to the high-speed shaft. Using these relations, we can translate the torque speed curve of the low-speed shaft to its equivalent in the high-speed shaft as shown here. Of course, they look similar in shape, but the scale in both X and Y-axis have been changed. Now that we know the characteristics in the high-speed shaft, both looking in the direction of the rotor and in the direction of the generator, we can determine from the combined graphs at which rotational speed and torque the system is going to settle. Remember that the blue curve for 10 meters per second wind speed was obtained by replacing a generator by a testing machine. Now that the generator is back, the generator takes the role of the testing machine. It sets the generator curve somewhere depending on the electrical frequency. The consequential torque in the high-speed shaft is where this curve crosses the blue curve. This is the point where the generator torque and rotor torque reach equilibrium in the high-speed shaft. If this generator was connected to the 50 Hz of the grid, without back to back converter, the operational point would always fall on this vertical line. For different wind speeds, it would intersect at different heights with the relevant rotor curve. However, with the back to back converter, the generator can also be controlled differently. It is also possible to set the torque in a generator and adjust the electrical frequency according to the demand. In this case, the operational point is found at the intersection with the horizontal line and the demand that electrical frequency follows from the resulting rotational speed. This analysis shows that it is not the wind or the rotor air dynamics that determine the speed of the rotor. They do play a crucial role through the CQ Lambda curve, but it is the control of the generator that is decisive."
"TU Delft 10 years OpenCourseWare anniversary","https://www.youtube.com/watch?v=wYSbY58RjPE","Well, 10 years ago we started OpenCourseWare as TU Delfts and that was the moment that we decided to share our education with the world. OpenCourseWare has been a catalyst to many other types of open as well. For example, open science and open data. So I think that is important. But perhaps even more important is that with OpenCourseWare we started sharing our courses, our education worldwide, which increases access to higher education. It has helped us to increase the quality of education. If you only look at the numbers, 10 years ago we started with seven courses and now we have more than 200 courses in OpenCourseWare. More than a thousand lectures online and 1.6 million learners who have accessed our materials. Those are great results. To give you just one example, our courses are published under an open license, which means that teachers worldwide can use and reuse our materials. And we noticed that there was this Vietnamese non-profit organization, which is called Kianhawk. Because they knew that a lot of the students in their country did not read or understand English, they translated our course materials into Vietnamese. I think being active in OpenCourseWare and in the open educational movement has helped us a lot also with regard to our international position. We are known as one of the world leading institutions in this area. We joined EdEx as the first European member. And also we noticed that there are a lot of international PhD candidates and international students who know to you dealt throughout Open Educational Materials. In 2018, we will host the Open Education Conference here on the campus at TU Delft. But that's the immediate future. There are other issues which are important as well. For example, Open Education and Open Science Open Data are an essential part of our new strategic plan. And that means that we will be active in this field in the future as well. What we have already started is the virtual Exchange Program, which is a program that we set up with the university's worldwide. And through this virtual Exchange Program, we enable our students, the students of the participating universities to take MOOCs or other online courses for credit in their own regular programs. And that's already a really good step as well. So I'm very proud of the result so far. But like I mentioned, this has only been the very first start and I'm really curious to finding out what the future holds for us."
"Globally Distributed Software Engineering","https://www.youtube.com/watch?v=gyrkIqK6A0s","Hi, my name is Reneville Solingen and I'm a professor here at Delft University of Technology in Global Software Engineering. We've been working on a MOOC, a massive open online course on global distributed software engineering. And it deals with everything with practices, problems, solutions. I have people from industry, we have software engineers and we even have some international researchers, researchers and gurus who actually are talking about global software engineering. Yeah, I'm Jeff Sutherland and I've worked with Rene writing a book called The Power of Scrum, Great Book You Auto Read It, and you ought to join up and sign up for global distributed software engineering. So, interesting globally distributed software engineering. Want to join the MOOC, please and roll. And see you soon."
"Forensic Engineering: Learning from Failures - Tree House of Failures","https://www.youtube.com/watch?v=yoQuSR_pNVQ","What if you have to contact the forensic engineering investigation and someone asks you that cringey question, are you sure you have considered all possible causes? Now, did you? And how can we ever be sure to have considered all possible explanations of something that went wrong with a complex technical system? And can we always be sure we did not miss the cause we were looking for? Actually, perhaps we can't. But if we use a well-defined diagram of all kinds of causes that could be related to the failure of technical systems, we could at least use this as kind of checklist to see which ones are likely to have occurred. But what should we use as a diagram? Well, we're going to use a three-house for that and I hope this one was developed and produced sturdy enough to allow me to get down safely again. Consider the proper functioning of any technical system to be a three-house. The three-house is supported by foundation, consisting of carriers, which are beams that spend horizontally to carry the floor. Each carrier is supported by a set of three stems that all grow on a bunch of roots hidden underground. The three-house will collapse if the foundation caves in, when anything in a foundation system breaks. As a simple drawing, it would look like this. Three carriers resting on the stems, which are firmly held upright by their roots. Now, from this drawing, we go to the three-house of failure diagram. This diagram describes the foundation of the proper functioning of a technical system, such as a three-house."
"Railway Engineering: An Integral Approach – Course Introduction","https://www.youtube.com/watch?v=qXW4eXT4ydA","Look at our universe. An amazing assortment of incredible object, isn't it? An enormous system in which everything is connected. You could call it a miracle. Take this guy. He overslept my 35 minutes, ran 531 steps, while drinking 68 milliliters of coffee, with only 47 seconds left to catch his train. He's almost a miracle that he made it on time. Little does he know that the train approaching him is anything but a miracle. It's on time, too. Thanks to the commitment of people who made the switch from thinking of miracles to making them happen. Creating a sophisticated, safe real system, that's been operating since the 1830s, following the same principle. Tracks, wheels, motion. And that story continues today, connecting cities, countries, continents and people all over the world. Imagine the importance of a proper wheel rail interface, the value of solid catanaries and pedographs, the wear and tear of the material, and the significance of proper maintenance. It's engineering that keeps things going, helping us to stay safe. With bright heads connecting these dots, connecting us. So we can find our ways to work, our friends, our homes, or completely new destinations. Without noticing, it's all part of one of the largest, most innovative systems in the world, where everything is connected, like in our universe. And the best part is, it isn't a miracle, it's engineering. You never realize that, did you? TU Delft offers you the chance to get acquainted with the complex challenges of railway engineering and operations during an exciting MOOC. Join us and get connected to."
"Nanofiltration and Reverse Osmosis in Water Treatment - Course Introduction","https://www.youtube.com/watch?v=0a3UgIAPzBo","Everyone working in or associated with the water treatment sector needs to keep well up to date. Our online course, Nano-Filtration and Reverse Osmosis in Water Treatment has been designed for working professionals who want to increase their knowledge of these technologies and their applications. Membrane filtration using Reverse Osmosis has universal applications and an increasing number of water related organizations are using it to ensure a supply of clean water for industrial use and drinking water. Learning about how these technologies work will enable you to better operate your own installations and make better decisions about investment and maintenance. In this seven week course, you will engage in practical applications and gain hands-on experience on water treatment with Reverse Osmosis. Because of their safe mechanism, the membrane retains bigger molecules, mass-mala molecules, will pass a membrane. Secondly, electrostatic interactions in forensic retention. Once you have mastered our essential calculations required for Reverse Osmosis, you will have the opportunity to design your own installation. You will use our online virtual 3D lab to observe how a small Reverse Osmosis unites operates. You will gather data, perform calculations and draw conclusions about concentration polarization. After this online experiment, you will master this difficult subject. Through several virtual excursions, you will also experience the real-life operation of an industrial water treatment plant, sea water and brackish water installations. Available 24 hours a day, our online course will give you access to course materials, discussion forums, online collaboration and peer feedback anytime you want. At the time and place that suits you, if you are interested in the fascinating world of membrane technology, and you want to commend Sorton Houns, your career in this field, and roll today."
"Closure Works Course: Schelphoek case","https://www.youtube.com/watch?v=eLLJgwoxwBM","In 1953, we were confronted in a very huit stond. The strong winds pushed the water inside the southern part of the North Sea, and raised the water level here in the Oster Schellen. The water level went up. In the Netherlands, heavy stond is always come from the North West. And this location is means it came from that direction. That means there were no waves at this area. Normally there were no big waves, you stond, you're at the dikes here. So therefore the dikes were designed in a situation that they could cope with high water levels, but not with high waves. In 1953, the water level was much higher than the design water level. So therefore the dikes was overtapped and a breach occurred. You see behind me still the area where the dikes was breached. Because it became very deep over there, it was not possible to close the dikes and that location, and a new circular dike was built. At this moment, at the location, where this dike was closed. At that place, a new case, and was put into the water. Schellenvoek is located along the Oster Schellen Stree in the soundstwest of the Netherlands. In 1953, this location was open to the sea. The main wind direction for stormwinds is from the north west, so that is usually not all of the wave action on this dike. This explains why there is usually no much wave action in front of the dike. This picture shows the situation at this moment. The location of the breach is at location A. You can still see the remains of the old dike. For the closure, a new semi-circular dike has been made. The final closure was done as a case in. This is visible at location C. The artificial island B has not been to do with this closure. It has recently been constructed to increase the ecological value of the area. In the semi-circular dike, there was one remaining gap. For this closure, the use of a case in which was left over from the allied landings in Normandy. It was a box case in which all is intended to be used as a harbour case in the break-wall case. So it has no loose function. Therefore, it has to be placed in one operation and directly close the whole thing. That worked in this case because they had a lot of preparation, a lot of that protection. Behind me, you see the remains of this case in. You see only the top because it's some 10 meters high. The rest is inside the dike at this moment. In the time, when this was still open, so there was a couple of months. There was quite a lot of current in this area. This current is scoured out a number of channels. And the remains of this channel, you can still see at the owner area over there. Where there is still a water area which is in fact the remainder of this tidal gully, which occurs during the few months when it was open. In the right picture, you see the final closing case in and that it in a new dike. The case in use for this closing was a left over case in from the Allied landings at Aromansch Normandy in 1944. These case were constructed in UK and towed over to France to create a temporary harbor. In 1953, we could buy a few left over case for closing the breaches in our dikes. Because these case were originally intended as break-out requirements, they are closed boxes and no schloos caseants. On this very important difference, we will come back later in this course. A comparison of the present situation with the pre- 1953 situation. Both pictures are on the same scale. On the 1950 map, you see a small gap in the main dike. Behind that gap was the tiny harbor of schelpook, surrounded by relatively low dikes. These dikes overtopned in 1953 and failed. This slide showed a situation one week after breaching. You can clearly see the location of the breach. It has a width of some 200 meters, and is not very deep. Behind the breach, some erosion already took place. Realize that the part north of the broken dike was completely indated. The height of this land is approximately 1.2 meters below mean sea level. Normal low water is here approximately 1.5 meter below mean sea level. This means that during most of the time, all the land was covered with water, with a depth of between nearly zero and three meters, depending on the tide. And the enormous mass of water was flowing in and out to breach every tide. Because of this strong flow already after three weeks, the size of the gap has increased significantly. But also the depth has increased a lot. On the 8th of April, the depth in the breach was already 20 meters. And the gap, this has increased to 300 meters. In the next three weeks, the maximum depth remains more or less the same, with the deep part increased in size. Also quite some land was eroded, and tidal creeks were formed. This breach was only one of the 70 large breaches with occurred during the storm. And it was also one of the largest. Therefore it took some time before detailed plans could be made for the closure. In May, the creeks had then large again, and it was clear that closing a gap along the original trajectory was completely impossible. It was already too deep, and flow velocities were too high. Therefore it was decided to make a new diagram, approximately one kilometer more inland. The first task is then always to prevent that this selected trajectory for the closure will erode more. So when us to start with placing a bad protection along this line, in May already a smart part was protected, indicated with the word bezinking. This bad protection consists of fassing mattresses with a thin layer of heavy stones. One month later, the western bed protection was already completed, and the small part of the new closure down on the west side was also ready. In the middle, a small island has been constructed to act as a working base for the final closure. In August, the bed protection was completed, and also the middle damp section was ready. And of August, the western part took closure down on the shallow part, and the bed protection was completed. In this section, the damp was made using prefabricated small concrete casings. In this picture, the flow over the sill can be seen. A part of the concrete casings hem has been constructed. The floating crane is placing the concrete boxes on top of each other. This picture gives a good view of the flow pattern in the area, because the flow area over the sill is long, the velocities on the sill are relatively low, and also turbulence is limited. This prevents extra scour. In this picture, the sea is on the left, and the innuidated land is on the right. This picture gives an overview of the whole area, notes that the part from the new dieke on sees only water in this picture. But most of the water is shallow, so one cannot easily sail with large vessels in this area. The final gap was closed with large casings. This was the Phoenix casings from the Allied landings. It is a closed box, and has therefore to be placed in one operation during slack water, kneepe dieat. After completion of the closure of the gap by placing the casings, a new dieke was built at the location of the closing gap. The case is filled largely is sand after placing. Because of that, the casings need to be completely buried in the soil, and at this moment only the top of the casings can be seen. The casings are originally accessible by holes in the top. For safety reasons, these holes are now completely covered by concrete plates."
"Offshore Wind Farm Technology - Course Introduction","https://www.youtube.com/watch?v=Z0Gf7daUOQU","Since the first offshore wind farm commissioned in 1991 in Denmark, scientists and engineers have adapted and improved the technology of wind energy to offshore conditions. This is a rapidly evolving field with installation of increasingly larger wind turbines in deeper waters. At sea, the challenges are indeed numerous, with combined wind and wave loads, reduced accessibility and uncertain-solid conditions. My name is Axel Vire, I'm an assistant professor in Wind Energy at U-Delf and specializing in offshore wind energy. This course will touch upon the critical aspect of wind energy, how to integrate the various engineering disciplines involved in offshore wind energy. Each week we will focus on a particular discipline and use it to design and operate a wind farm. For example, we look at how to characterize the wind and wave conditions at a given location. How to best place the wind turbines in a farm and also how to retrieve the electricity back to shore. We look at the main design drivers for offshore wind turbines and their components. We'll see how these aspects influence one another and the best choices to reduce the cost of energy. This course is organized by the two-delfd wind energy institute, an interfaculty research organization focusing specifically on wind energy. You will therefore benefit from the expertise of the lecturers in three different faculties of the university. Aerospace engineering, civil engineering and electrical engineering. Hi, my name is Ricardo Pareda. I'm a researcher and lecturer at the Wind Energy and Economics Department and I will be your moderator throughout this course. That means I will answer any questions you may have. I'll strengthen the interactions between the participants and also I'll get you in touch with the lecturers when needed. The course is mainly developed for professionals in the field of offshore wind energy. We want to broaden their knowledge of the relevant technical disciplines and their integration. Professionals with a scientific background who are new to the field of offshore wind energy will benefit from a high-level insight into the engineering aspects of wind energy. Overall, the course will help you make the right choices during the development and operation of offshore wind farms. Designed wind turbines that better withstand wind, wave and current loads. Identify great integration strategies for offshore wind turbines and gain understanding of the operational and maintenance of offshore wind turbines and farms. We also hope that you will benefit from the course and from interaction with other learners who share your interest in wind energy. And therefore we look forward to meeting you online."
"Types of Investigations - Air Safety Investigation Online Course","https://www.youtube.com/watch?v=ToG65LQetAY","An aircraft accident is first and foremost a tragedy. From the moment such a tragedy occurs, the clock starts ticking as people start looking for answers. This can lead to speculation, frustration, and potentially a lot of misinformation and misunderstanding regarding the events that surround the tragedy. The past has shown us that the most effective way to get to the answers is through an investigation. However there is a complication. If we start to look at all those different people that are directly or indirectly affected by an accident, it appears on the surface that they all have the same motive. They all want to get to the bottom of what happened. Beneath the surface though, each of these parties has different underlying motives for wanting to find out what happened. Furthermore, some of these underlying motives conflict with each other and may influence how the parties behave in an investigation. But this reason, rather than one single investigation, two different investigations are conducted. A judicial investigation looks at what happened from the motive of a portioning blame or liability. It seeks to look back and see who is at fault. An air safety investigation looks at what happened from the motive of identifying safety hazards and preventing reoccurrences. It seeks to look forward and improve future air safety. There is a separation between these two investigations. An internationally agreed upon set of rules to find the terms of this separation, known as anux-13 to the convention of international civil aviation, air accident and incident investigation, or simply anux-13 for short. Both investigations get access to the same factual data such as access to the wreckage and witnesses, but each investigation needs to conduct their own analysis. In this way, it is easier for parties to participate in the analysis and interpretation of data for the safety investigation without the risk of incriminating themselves."
